id_dia,nombre_dia,id_catalogo,nombre_catalogo,score
239441,Tortitas de arroz y quinoa Ecocesta bolsa 120 g,2403,Tortitas de legumbres y arroz Hacendado,71.9
280402,Noodles de arroz Tiger Khan 375 g,2520,Noodles de arroz Hacendado,74.4
10284,Cereales copos de arroz y trigo integral con frutos rojos Gran Dia caja 300 g,2261,Cereales copos tostados de trigo integral y arroz Hacendado con chocolate,74.4
68890,Tortitas de arroz integral con chocolate negro Bicentury bolsa 130 g,2402,Tortitas de arroz con chocolate con leche Hacendado,70.1
161621,Tortitas de arroz integral con chocolate blanco Dia Naturmundo bolsa 130 g,2400,Tortitas de arroz con chocolate blanco sabor yogur Hacendado,73.2
515,Fideo cabellín Dia Al Diante 500 g,2489,Fideo cabello de ángel Hacendado,72.0
268896,Garbanzos cocidos pedrosillanos Dia Vegecampo 400 g,2553,Garbanzo cocido Pedrosillano Hacendado,76.7
189343,Lentejas pardinas Luengo 1 Kg,2566,Lenteja pardina Hacendado,76.9
101720,Garbanzos cocidos Luengo 400 g,2552,Garbanzo cocido Hacendado,76.9
194830,Garbanzos pedrosillanos Dia Vegecampo 1 Kg,2555,Garbanzo pedrosillano Hacendado,72.4
1878,Lentejas pardinas Luengo 500 g,2566,Lenteja pardina Hacendado,76.9
189486,Tortelloni de carne Gallo 200 g,2521,Tortellini carne Pagani,75.0
118805,Cous cous Gallo 500 g,2380,Cous cous mediano Hacendado,75.0
119810,Alubias blancas cocidas Luengo 400 g,2557,Alubia cocida blanca Hacendado,80.0
102510,Alubias blancas Luengo 1 Kg,2560,Alubia blanca Hacendado,74.3
53235,Alubias blancas cocidas La Asturiana 400 g,2557,Alubia cocida blanca Hacendado,71.4
38252,Lentejas pardinas La Asturiana 1 Kg,1760,Lentejas a la riojana Hacendado,70.6
204541,Cous cous marroquí Trevijano 300 g,2380,Cous cous mediano Hacendado,71.1
310674,Tallarines Gallo 400 g,2511,Tallarines Hacendado,76.9
302017,Pasta de dientes Colgate Triple Action tubo 100 ml,794,Dentífrico Triple Acción Colgate menta intensa,71.9
155149,Aceitunas rellenas de anchoa La española 150 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,74.7
69057,Aceitunas rellenas de anchoa Dia Vegecampo 3 x 50 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,81.0
302193,Aceitunas rellenas de anchoa grandes Dia Vegecampo 150 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,75.3
150917,Caldo de cocido Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,78.8
308783,Caldo gourmet de cocido Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,75.7
217167,Caldo de cocido Gallina Blanca 2 L,3084,Caldo de pollo casero Gallina Blanca,78.8
295308,Pastillas de caldo de carne Dia Al Punto 24 unidades,3092,Caldo de carne Hacendado en pastillas,71.2
262784,Mix Ups snacks sabor queso 125 g,1049,Snack Balls sabor queso Hacendado,73.5
141492,Lay's 3D's sabor queso y bacon 28 g,1032,Conos sabor bacón y queso Hacendado,76.4
64783,Palomitas con sal para microondas Popitas 300 g,1304,Palomitas de maíz con sal Hacendado para microondas,80.5
4670,Maíz para palomitas Dia Snack Maniac 500 g,1304,Palomitas de maíz con sal Hacendado para microondas,72.7
296059,Snack para gatos rellenos con pollo y malta Deligato de Dia bolsa 60 g,3544,Snacks gato rellenos con pollo y malta Compy,73.8
122725,Patatas fritas onduladas Dia Snack Maniac 180 g,1025,Patatas fritas onduladas sabor campestre Hacendado,71.6
162083,Pipas gigantes con sal Dia Snack Maniac 200 g,1299,Pipas girasol tostadas Hacendado gigante con sal,70.1
277767,Cacahuetes fritos con miel Dia Snack Maniac 200 g,1319,Cacahuete frito con miel Hacendado,71.6
286894,Maíz frito sabor barbacoa Dia Snack Maniac 170 g,1028,Tiras de maíz frito sabor barbacoa Hacendado,76.3
3165,Patatas fritas Santa Ana 270 g,1022,Patatas fritas 0% sal añadida Hacendado,79.2
142050,Pepinillos y cebollitas Dia Vegecampo 380 g,1451,Mix de pepinillos y cebollitas Hacendado,77.6
303692,Pepinillos agridulces Hugo reitzel 360 g,1453,Pepinillos agridulces Hacendado,76.4
298160,Piparras Rioverde 120 g,141,Espárragos verdes finos,70.0
308480,Ajos aliñados Rioverde 220 g,1449,Ajos aliñados Hacendado,74.3
146920,Aceitunas rellenas de anchoa Jolca 130 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,81.2
142058,Aceitunas negras sin hueso Dia Vegecampo 150 g,1435,Aceitunas negras sin hueso Hacendado,78.8
116850,Aceitunas verdes sin hueso Dia Vegecampo 3 x 75 g,1421,Aceitunas verdes sin hueso Hacendado,76.5
273264,Aceitunas rellenas de anchoa suave Dia Vegecampo 150 g,1422,Aceitunas verdes rellenas de anchoa Hacendado reducidas en sal,78.0
273617,Aceitunas rellenas de anchoa suave Dia Vegecampo 3 x 50 g,1422,Aceitunas verdes rellenas de anchoa Hacendado reducidas en sal,76.5
302192,Aceitunas camperas sin hueso Dia Vegecampo 150 g,1426,Aceitunas verdes sin hueso aliñadas Hacendado,72.7
20654,Aceitunas con hueso Jolca 120 g,1429,Aceitunas verdes con hueso Hacendado,78.4
273340,Aceitunas negras de Aragón Dia Vegecampo 250 g,1436,Aceitunas negras de Aragón Campo Nature,70.9
169170,Aceitunas rellenas de boquerón en vinagre El faro 150 g,333,Boquerones en vinagre Hacendado en aceite de girasol,74.7
64784,Aceitunas rellenas de anchoa La española 3 x 50 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,72.7
308092,Aceitunas rellenas de gilda La española 130 g,1432,Aceitunas verdes rellenas de pepinillo Hacendado,72.7
44073,Aceitunas rellenas de anchoa suaves La española 130 g,1422,Aceitunas verdes rellenas de anchoa Hacendado reducidas en sal,78.8
308094,Aceitunas rellenas de anchoa suave Jolca 3 x 50 g,1420,Aceitunas verdes rellenas de anchoa Hacendado,80.5
235055,Chocolate negro 85% cacao Dia Temptation 100 g,3155,Chocolate negro 85% cacao Hacendado,76.9
300066,Chocolate blanco Dia Temptation 100 g,1380,Chocolate blanco fundir Hacendado,70.4
58237,Chocolate negro con almendras enteras Dia Temptation 200 g,3160,Chocolate puro Valor con almendras enteras,78.7
235070,Chocolate negro 74% cacao Dia Temptation 100 g,3157,Chocolate negro 72% de cacao Hacendado,76.5
11185,Chocolate negro sin azúcares añadidos Dia Temptation 100 g,1822,Batido de chocolate Hacendado 0% sin azúcares añadidos,70.8
243992,Perlitas de chocolate Dr. Oetker bolsa 100 g,1378,Gotas de chocolate negro para fundir Hacendado,70.6
10410,Galletas digestive con chocolate Galleteca de Dia paquete 300 g,2456,Galletas Digestive chocolate con leche Hacendado,77.9
3053,Chocolate a la taza en polvo Dia Temptation 400 g,2830,Cacao puro en polvo La Chocolatera,70.1
301463,Crema de avellanas y cacao Dia Temptation frasco 380 g,3214,Crema de avellanas y cacao Hacendado,70.3
300059,Chocolate blanco con galleta Dia Temptation 100 g,2468,Galletas con chocolate blanco Hacendado,77.8
33076,Barrita de chocolate caramelo y galleta Dia Temptation bolsa 290 g,3187,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,74.8
223308,Cacao soluble 0% azúcares añadidos ColaCao 325 g,3174,Chocolate extrafino con leche Hacendado 0% azúcares añadidos,71.7
288256,Chocolate blanco sin azúcar añadido Trapa 90 g,1822,Batido de chocolate Hacendado 0% sin azúcares añadidos,75.3
239709,Chocolate negro 85% cacao sin azúcar añadido Valor 100 g,1822,Batido de chocolate Hacendado 0% sin azúcares añadidos,74.5
27083,Cacao soluble ColaCao 2.2 Kg,2825,Cacao soluble ColaCao original,77.8
14013,Chocolate negro 85% cacao Lindt Excellence 100 g,3155,Chocolate negro 85% cacao Hacendado,74.6
284307,Cacao soluble instantáneo Dia Temptation 800 g,2826,Cacao soluble instantáneo Hacendado,76.9
54432,Chocolate negro 70% cacao Lindt Excellence 100 g,3157,Chocolate negro 72% de cacao Hacendado,74.3
307164,Chocolate blanco y galleta Nestlé Jungly 90 g,2468,Galletas con chocolate blanco Hacendado,72.5
188427,Chocolate negro 70% cacao relleno con mousse de naranja Valor 150 g,3164,Chocolate negro 72% cacao Hacendado con trozos de naranja,79.6
310413,Cacao soluble instantáneo alto en proteínas Nesquik 330 g,2824,Cacao soluble instantáneo Nesquik,78.6
279423,Cacao soluble instantáneo 0% azúcares añadidos Nesquik 320 g,2824,Cacao soluble instantáneo Nesquik,75.9
148194,Chocolate puro con almendras sin azúcar Valor 150 g,3160,Chocolate puro Valor con almendras enteras,78.2
288257,Chocolate negro con almendras Trapa 100 g,3158,Chocolate negro 55% cacao Hacendado con almendras,78.4
205513,Chocolate blanco con lacasitos Lacasitos 100 g,2468,Galletas con chocolate blanco Hacendado,72.5
267782,Chocolate negro 85% cacao Nestlé Dark 120 g,3155,Chocolate negro 85% cacao Hacendado,80.6
219060,Chocolate negro 70% cacao Nestlé 120 g,3155,Chocolate negro 85% cacao Hacendado,80.7
4914,Galletas con chocolate rellenas de naranja Galleteca de Dia caja 300 g,2453,Galletas rebuenas Hacendado rellenas de chocolate,71.4
207756,Cereales crujientes con chocolate y avellanas Kellogg's Extra caja 375 g,2244,Cereales rellenos de chocolate y avellana Hacendado,74.5
119449,Cereales con chocolate y avellana Kellogg's Krave caja 410 g,2244,Cereales rellenos de chocolate y avellana Hacendado,80.0
299366,Chocolate negro 100% cacao Trapa 80 g,3155,Chocolate negro 85% cacao Hacendado,80.7
310480,Bombones de chocolate cuore Nestlé Caja Roja bolsa 24 g,3201,Surtido bombones Senzza de chocolate,72.0
306557,"Barrita de galleta, chocolate y cereales Nestlé Crunch bolsa 1 unidad",2273,Barritas de cereales Hacendado chocolate con leche,75.0
18992,Galleta rellena de crema de chocolate Principe paquete 300 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,71.8
74306,Cereales de pétalos de trigo y chocolate Gran Dia caja 500 g,2261,Cereales copos tostados de trigo integral y arroz Hacendado con chocolate,71.4
278202,Chocolate blanco con trozos de oreo Milka 100 g,3164,Chocolate negro 72% cacao Hacendado con trozos de naranja,72.7
76223,Cereales de bolas con chocolate Gran Dia caja 500 g,2275,Barritas de cereales muesli Hacendado con chocolate,76.5
106852,Cereales rellenos de cacao y avellana Gran Dia caja 500 g,2250,Cereales rellenos de crema de cacao y avellana Hacendado sin gluten,81.6
18237,Barritas de chocolate con caramelo y cacahuetes Snickers bolsa 150 g,2273,Barritas de cereales Hacendado chocolate con leche,70.8
3539,Barritas de chocolate y galleta rellena de caramelo Twix bolsa 150 g,3187,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,78.6
60744,Barritas de chocolate rellenas de caramelo y galleta Twix bolsa 50 g,3187,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,78.0
179570,Galletas rellenas de chocolate maxi choc Principe paquete 250 g,2453,Galletas rebuenas Hacendado rellenas de chocolate,70.8
189842,Galleta rellena de crema de chocolate Principe paquete 3 x 300 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,70.5
267606,Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites Oreo bolsa 110 g,2464,Galletas de cacao Caocream bañadas de chocolate blanco Hacendado rellenas de crema,75.7
282763,Crema de cacao noir Nocilla bote 180 g,1133,Rosquilla de cacao Caocream Hacendado,70.4
18242,Barritas de chocolate y caramelo 3 unidades Mars bolsa 135 g,3187,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,71.8
13068,Roscos de galleta con chocolate blanco chocoaros Galleteca de Dia bolsa 128 g,3181,Chocolate blanco Fussion Hacendado relleno de crema de galleta y cacao,70.4
236662,Mini galletas de cacao rellenas de crema Galleteca de Dia bolsa 100 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,77.4
220172,Barquillos rellenos de cacao Galleteca de Dia bolsa 210 g,2467,Barquillos rellenos con crema de cacao Hacendado,74.7
283093,Cereales granola de avena con chocolate negro Kellogg's Special K caja 320 g,2248,Cereales de arroz inflado Choco Krispies Kellogg's con chocolate,71.3
297860,Barritas de galleta con doble chocolate Kit Kat 99 g,3183,Barritas de chocolate con leche Hacendado rellenas de leche,70.8
110671,Galletas con pepitas de chocolate Galleteca de Dia bolsa 225 g,934,8 Magdalenas con pepitas de chocolate,73.6
258933,Galletas digestive finas con chocolate negro Fontaneda caja 170 g,2456,Galletas Digestive chocolate con leche Hacendado,73.9
16559,Galletas con pepitas de chocolate Chips Ahoy caja 256 g,934,8 Magdalenas con pepitas de chocolate,79.0
220178,Mini galletas con pepitas de chocolate Galleteca de Dia caja 160 g,1119,Mini magdalenas con pepitas de chocolate con leche Hacendado,74.3
26136,Mini galletas con pepitas de chocolate Chips Ahoy caja 160 g,934,8 Magdalenas con pepitas de chocolate,74.4
271106,Galletas caramelizadas rellenas de chocolate Lotus Biscoff bolsa 150 g,2417,Galletas caramelizadas Lotus Biscoff,76.6
220174,Galletas de cacao rellenas de crema Galleteca de Dia caja 220 g,2459,Galletas de cacao Caocream Hacendado rellenas de crema,75.0
293811,Cereales con chocolate Kit Kat caja 330 g,2275,Barritas de cereales muesli Hacendado con chocolate,70.4
296112,Bombones de chocolate negro 70% cacao Nestlé Dark caja 142 g,3199,Surtido bombones Senzza de chocolate negro 70%,73.7
310423,Barrita de chocolate con pistacho Nestlé 30 g,3194,Pistachos bañados de chocolate con leche Hacendado,80.0
295319,Galletas con chocolate choco sticks Milka bolsa 112 g,2472,Galletas Choco leche con chocolatina Hacendado,77.9
156729,Barrita de chocolate y caramelo Mars bolsa 51 g,2275,Barritas de cereales muesli Hacendado con chocolate,72.7
301595,Barrita de chocolate con 30% de proteínas Corny bolsa 50 g,2402,Tortitas de arroz con chocolate con leche Hacendado,72.7
294639,Galleta con tres chocolates El molino de Dia 76 g,2456,Galletas Digestive chocolate con leche Hacendado,70.7
301379,Mini barritas de chocolate y galleta rellena de caramelo Twix bolsa 227 g,3187,Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,75.4
303699,Cereales cubiertos de chocolate y galleta balls Huesitos bolsa 140 g,2251,Cereales cubiertos de chocolate blanco rellenos con leche Hacendado,72.6
296176,Galletas de cereales con chocolate blanco Artiach Dinosaurus caja 264 g,2274,Barritas de cereales Hacendado con chocolate blanco,73.3
306420,Mini galletas bañadas con chocolate ColaCao bolsa 100 g,2457,Galletas Roditas bañadas con chocolate blanco Hacendado,72.7
310758,Galletas rellenas de Nutella 166 g,2453,Galletas rebuenas Hacendado rellenas de chocolate,71.6
120826,Café molido mezcla Dia Cafetería 2 x 250 g,2770,Café molido mezcla intensa La Estrella,70.3
1161,Café molido natural descafeinado Dia Cafetería 250 g,2599,Café monodosis descafeinado natural Hacendado,74.1
245,Café molido mezcla Saimaza 250 g,2764,Café molido mezcla Hacendado,81.8
139219,Caramelos sabor miel y limón Halls bolsa 2 x 32 g,3225,Caramelos limón mentol Respiral Halls,76.7
42570,Azúcar moreno de caña integral Azucarera brik 800 g,3046,Panela azúcar moreno de caña integral Hacendado,77.9
151636,Café molido natural Marcilla 250 g,2763,Café molido natural Hacendado,80.9
139202,Caramelos sabor eucalipto Halls bolsa 2 x 32 g,3224,Caramelos eucaliptus mentol Respiral Halls,72.0
308473,Cápsulas intenso espresso Dia Cafetería 16 unidades,2578,Café en cápsula espresso intenso Dolce Gusto,74.2
229,Café soluble descafeinado Dia Cafetería 100 g,2814,Café soluble descafeinado Hacendado,78.1
273825,Cápsulas de café descafeinado Dia Arom'arte 20 unidades,2571,Café en cápsula descafeinado Hacendado,70.1
231,Café soluble clásico Dia Cafetería 100 g,2811,Café soluble Classic Hacendado,70.4
149700,Caramelos de eucalipto sin azúcar Pictolin bolsa 200 g,3223,Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,72.7
154331,Manzanilla con anís Hornimans 25 unidades,2917,Infusión Manzanilla con anís Hacendado,73.0
271237,Caramelos de limón y miel Mentolin bolsa 100 g,3225,Caramelos limón mentol Respiral Halls,73.2
303592,Golosinas shiny mix Damel bolsa 135 g,3258,Golosinas Fresi Pink Mix Hacendado,73.5
124236,Gelatina en láminas Dr. Oetker bolsa 20 g,1376,Gelatina neutra en láminas Foodsy,73.0
265005,Crema de galletas para untar Lotus Biscoff bote 400 g,2417,Galletas caramelizadas Lotus Biscoff,71.8
265465,Azúcar glacé Dia bote 300 g,3047,Azúcar glas Hacendado,74.1
204478,Golosinas beans Fini bolsa 165 g,3253,Golosinas Boca Fruit Hacendado,75.0
171845,Golosinas spaguetti sabor fresa pika Haribo bolsa 150 g,3265,Golosinas tubos pica Hacendado sabor fresa y nata,70.7
207234,Café molido mezcla descafeinado Marcilla 200 g,2769,Café molido mezcla Marcilla gran aroma,76.9
308672,Cápsulas de café descafeinado Dia Cafetería 16 unidades,2571,Café en cápsula descafeinado Hacendado,70.1
235854,Cápsulas de café ristretto descafeinado L'Or 10 unidades,2576,Café en cápsula descafeinado espresso Hacendado,73.6
152675,Golosinas starmix Haribo bolsa 150 g,3257,Golosinas Mix Hacendado,70.3
34828,Azúcar blanco Azucarera brik 800 g,3042,Azúcar blanco Hacendado,72.2
267623,Infusión quema grasa Pompadour 20 unidades,2929,Infusión quema grasas Hacendado,70.2
184422,Cápsulas de café grande intenso Dolce Gusto 16 unidades,2578,Café en cápsula espresso intenso Dolce Gusto,79.6
188331,Infusión de cola de caballo Pompadour 20 unidades,2916,Infusión Cola de caballo Hacendado,71.6
187420,Azúcar moreno de caña en sobres Azucarera caja 400 g,3044,Azúcar moreno de caña Hacendado,73.7
305847,Cápsulas de café latte Genova Dolce Gusto 14 unidades,2583,Café con leche en cápsula Dolce Gusto,73.8
189181,Azúcar moreno integral en terrones Azucarera caja 500 g,3046,Panela azúcar moreno de caña integral Hacendado,76.5
235862,Cápsulas de café ristretto L'Or 10 unidades,2574,Café en cápsula ristretto Hacendado,77.4
203923,Café soluble crema Dia Cafetería 100 g,2815,Café soluble descafeinado en sobres Hacendado,71.0
290659,Café molido mezcla Saimaza 500 g,2764,Café molido mezcla Hacendado,81.8
147899,Colorantes alimentarios Dr. Oetker caja 40 g,1963,Colorante alimentario Hacendado,76.4
254975,Cápsulas de café Colombia L'Or 20 unidades,2572,Café en cápsula Colombia Hacendado,76.7
225574,Café molido natural intenso Toscaf 250 g,2763,Café molido natural Hacendado,71.7
210776,Edulcorante stevia Dia frasco 150 unidades,3057,Edulcorante stevia en sobres Hacendado,74.6
253585,Café molido natural Marcilla 500 g,2763,Café molido natural Hacendado,80.9
306467,Café soluble cappuccino sabor caramelo en sobres Dia Cafetería 125 g,2819,Café soluble cappuccino caramelo Hacendado,71.9
264767,Cápsulas de café ristretto Marcilla 20 unidades,2585,Café en cápsula ristretto napoli Dolce Gusto,72.9
187421,Edulcorante Natreen caja 400 unidades,3052,Edulcorante sacarina en sobres Hacendado,70.6
149804,Caramelos de eucalipto sin azúcar Smint lata 35 g,3223,Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,70.6
309606,Café en grano Colombia L'Or 500 g,2767,Café molido Colombia Hacendado,72.3
189203,Golosinas selection mix Fini bolsa 150 g,3258,Golosinas Fresi Pink Mix Hacendado,73.1
310414,Cápsulas de café descafeinado Dolce Gusto 30 unidades,2582,Café en cápsula descafeinado espresso intenso Dolce Gusto,76.9
238516,Caramelos tradicionales Solano bolsa 99 g,671,Barra de pan tradicional,70.4
280010,Edulcorante granulado en sobres Natreen caja 90 unidades,3055,Edulcorante granulado stevia Hacendado,70.6
300415,Azúcar moreno de caña integral Azucarera brik 500 g,3046,Panela azúcar moreno de caña integral Hacendado,77.9
245400,Cápsulas de café fuerte Saimaza 20 unidades,2570,Café en cápsula extra fuerte Hacendado,70.8
207235,Café molido natural descafeinado gran aroma Marcilla 200 g,2772,Café en grano natural Hacendado descafeinado,72.1
310425,Cápsulas de café ristretto Starbucks 10 unidades,2574,Café en cápsula ristretto Hacendado,71.6
43193,Café molido mezcla créme express Marcilla 250 g,2769,Café molido mezcla Marcilla gran aroma,73.4
273719,Cápsulas de café ristretto descafeinado L'Or 20 unidades,2576,Café en cápsula descafeinado espresso Hacendado,73.6
293150,Golosinas funiverse mix Trolli bolsa 100 g,3258,Golosinas Fresi Pink Mix Hacendado,70.4
305456,Café en grano natural La estrella 500 g,2771,Café en grano natural Hacendado,77.8
262263,Gelatina sabor limón Royal caja 114 g,1129,Rollo con sabor avellana Hacendado,72.0
310501,Cápsulas de café espresso Palermo Dolce Gusto 14 unidades,2578,Café en cápsula espresso intenso Dolce Gusto,80.0
295031,Golosinas tropical mix Vidal bolsa 180 g,3266,Golosinas Tropical Jelly Hacendado,73.1
307733,Café soluble sabor avellana Nescafé 95 g,2814,Café soluble descafeinado Hacendado,70.0
298563,Galletas Cuétara María Oro bolsa 600 g,2406,Galletas María dorada Hacendado,72.3
114234,Galletas rellenas de crema de limón Cuétara paquete 150 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,70.0
273426,Mini galletas rellenas de crema Oreo caja 160 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,72.9
275423,Galletas caramelizadas rellenas de crema de vainilla Lotus Biscoff bolsa 150 g,2417,Galletas caramelizadas Lotus Biscoff,70.6
289548,Galletas caramelizadas rellenas de crema Lotus Biscoff bolsa 150 g,2417,Galletas caramelizadas Lotus Biscoff,80.0
164754,Galletas maría sin gluten Gullón caja 400 g,2413,Galletas María sin gluten y sin lactosa Hacendado,78.9
293490,Papilla de cereales y galleta Nestlé caja 475 g,3459,Papilla 8 cereales con galleta María Nestlé +6 meses,72.7
307320,Tortitas con coco Inés Rosales bolsa 120 g,1112,Tortas de aceite Inés Rosales,74.6
307898,Mini tortitas de maíz Bicentury bolsa 65 g,2405,Tortitas de maíz campestre Hacendado,73.7
191844,Cereales copos de maíz corn flakes sin gluten Nestlé caja 375 g,2247,Cereales copos de maíz Corn Flakes Kellogg's,75.0
250333,Barritas de cereales de avena y miel crunchy Nature Valley caja 210 g,2282,Barritas de avena Crunchy Nature Valley con chocolate negro,73.5
18319,Cereales integrales con miel Nestlé Estrellitas caja 270 g,2245,Cereales estrellas de maíz Stars Hacendado con miel,72.7
298227,Barritas de cereales sin gluten Nestlé caja 88 g,2276,Barritas de cereales con frutos secos Hacendado,72.0
309766,Papilla de 8 cereales doble 0% Nestlé caja 330 g,3460,Papilla 8 cereales con miel Nestlé +6 meses,75.0
257968,Papilla 8 cereales sin azúcares añadidos Hero Baby caja 410 g,471,Bebida de piña Hacendado sin azúcares añadidos,72.1
307914,Champú anticaspa mentol Dia Imaqe botella 380 ml,2305,Champú anticaspa Menthol Fresh H&S,73.2
307913,Champú y acondicionador anticaspa 2 en 1 Dia Imaqe botella 380 ml,2306,Champú y acondicionador anticaspa Classic 2 en 1 H&S,81.1
301685,Champú anticaspa classic H&s botella 250 ml,2305,Champú anticaspa Menthol Fresh H&S,72.7
291103,Champú anticaspa mentol Dia Imaqe botella 500 ml,2305,Champú anticaspa Menthol Fresh H&S,73.2
294087,Gel de baño nutritivo original Lactovit botella 750 ml,873,Gel de baño nutritivo Lactovit piel normal y seca,76.1
293505,Esponja de baño flor acción exfoliante Dia Imaqe bolsa 1 unidad,897,Esponja de baño flor Deliplus exfoliación suave,72.2
302917,Jabón de manos avena Dia Imaqe pastilla 100 g,885,Jabón de manos en pastilla Beauty Cream Bar Dove,71.3
160996,Lavavajillas a mano concentrado ultra Fairy botella 1.15 L,3610,Lavavajillas Ultra Todo en 1 Fairy en pastillas,74.2
293507,Esponjas de baño exfoliante suave Dia Imaqe bolsa 2 unidades,897,Esponja de baño flor Deliplus exfoliación suave,73.7
293508,Esponja de baño vegetal suave Dia Imaqe bolsa 1 unidad,900,Esponja de baño vegetal fibras naturales Deliplus,73.3
188482,Limpiador desinfectante baños Sanytol spray 750 ml,3632,Limpiador Baños desinfectante Bosque Verde,72.9
283092,Tabletas limpiadoras para prótesis dental Botikit de Dia caja 30 unidades,851,Tabletas limpiadoras prótesis dentales Benfix y ortodoncias,72.7
292412,Rodillo quitapelusas Scotch brite 1 unidad,3881,Rodillo quitapelusas Bosque Verde,70.6
