ï»¿id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-2015;Eau de parfum mujer Boem Shine;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1999;Eau de parfum mujer Como TÃº Amor;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2020;Eau de parfum mujer Como TÃº AtracciÃ³n;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2026;Eau de parfum mujer Como tÃº Cerise;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2019;Eau de parfum mujer Como TÃº Enciende;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2005;Eau de parfum mujer Como TÃº Extratime A Day;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2018;Eau de parfum mujer Como TÃº Extratime Likes;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2017;Eau de parfum mujer Como TÃº Gold;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2038;Eau de parfum mujer Como TÃº Sakai;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2029;Eau de parfum mujer Como TÃº Santal;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2016;Eau de parfum mujer Como TÃº SinfonÃ­a;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2021;Eau de parfum mujer Como TÃº Soplo Intense;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2024;Eau de parfum mujer Como TÃº The Rose;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2008;Eau de parfum mujer Cosmic Shine;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2010;Eau de parfum mujer Ãclant Shine;120;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1997;Eau de parfum mujer ElecciÃ³n;90;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2022;Eau de parfum mujer Ella;100;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2039;Eau de parfum mujer My Soul Celestial Night;110;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2037;Eau de parfum mujer My Soul Crystal;110;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2009;Eau de parfum mujer My Soul Enchanted;120;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2025;Eau de parfum mujer My Soul Rouge;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2006;Eau de parfum mujer My Soul Supreme;110;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1996;Eau de parfum mujer Rose Nude;90;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2027;Eau de parfum mujer Shine Special;120;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2014;Eau de parfum mujer SoirÃ©e My Soul;120;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2007;Eau de parfum mujer Verissime Bright;110;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2051;Eau de toilette hombre 9.60 Sport water;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2052;Eau de toilette hombre 9.60 Sport water acciÃ³n;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2074;Eau de toilette hombre CapÃ­tulo Amaderado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2060;Eau de toilette hombre CapÃ­tulo Marino;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2055;Eau de toilette hombre Gesto;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2056;Eau de toilette hombre Ikiru;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2059;Eau de toilette hombre Misty Wood Bosque mÃ­stico;38;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2058;Eau de toilette hombre Misty Wood Esencia vital;38;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2088;Eau de toilette infantil Disney Minnie Mouse;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2089;Eau de toilette infantil Marvel Spiderman;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2023;Eau de toilette mujer 9.60 Bloom Sport water;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1998;Eau de toilette mujer 9.60 Sport water;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2013;Eau de toilette mujer CapÃ­tulo Chypre;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2003;Eau de toilette mujer CapÃ­tulo Floral;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2000;Eau de toilette mujer Ikiru;80;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2030;Eau de toilette mujer Monogotas banana;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2011;Eau de toilette mujer Monogotas coco;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2012;Eau de toilette mujer Monogotas vainilla;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2002;Eau de toilette mujer Soplo;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2001;Eau de toilette mujer Vuela;38;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4192;Eliminador de olores tejidos Bosque Verde;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4314;Eliminador de turbidez lÃ­quido Bosque Verde para piscina;140;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4489;Encendedor cocina largo Clipper;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2120;Eneldo Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0878;Enjuague bucal Blanqueador Bicarbonato Deliplus zero alcohol;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0884;Enjuague bucal cuidado total Listerine menta;54;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0882;Enjuague bucal dientes y encÃ­as Listerine menta;54;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0877;Enjuague bucal Explosion Action Deliplus;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0875;Enjuague bucal Fresh 0% alcohol Deliplus;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0886;Enjuague bucal Kids Deliplus zero alcohol;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0891;Enjuague bucal Sensitive & EncÃ­as Deliplus zero alcohol;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0874;Enjuague bucal Total Action Deliplus;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0994;Ensaimada;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1165;Ensaimadas Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0518;Entrecot de vacuno aÃ±ojo;663;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0906;Envase rellenable Deliplus tamaÃ±o viaje;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4499;Escoba para exteriores Bosque Verde;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4494;Escoba para interiores Bosque Verde;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4498;Escoba PequeÃ±a Bosque Verde;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4515;Escobilla para WC Bosque Verde;295;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4511;Escurridor para cubo ovalado Bosque Verde escurrebien;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0152;EspÃ¡rragos verdes finos;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0158;EspÃ¡rragos verdes gruesos;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1188;Espiral al cacao Hacendado;37;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4077;Esponja anatÃ³mica para bebÃ©s Deliplus;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0935;Esponja de baÃ±o doble acciÃ³n suave masaje Deliplus;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0934;Esponja de baÃ±o flor Deliplus exfoliaciÃ³n suave;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0941;Esponja de baÃ±o infantil Disney;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0938;Esponja de baÃ±o rizo suave Deliplus;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0936;Esponja de baÃ±o suave Deliplus;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0937;Esponja de baÃ±o vegetal fibras naturales Deliplus;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4523;Esponja de calzado incoloro brillo y protecciÃ³n Yak;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3946;Esponja maquillaje Deliplus;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0933;Esponjas de baÃ±o con jabÃ³n Deliplus;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2666;Espuma cabello Ondas Curly Deliplus fijaciÃ³n 3;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2665;Espuma cabello Rizos Descarados Giorgi fijaciÃ³n 4;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1588;Espuma de afeitar Sensitive Deliplus manteca de cacao;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1871;Fabada asturiana Litoral;235;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1867;Fabada Hacendado;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2720;Fideo cabello de Ã¡ngel Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2722;Fideo grueso Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2725;Fideo mediano Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1857;Fideos orientales Yakisoba classic Gallina Blanca;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1860;Fideos orientales Yakisoba sabor soja Hacendado;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2721;FideuÃ¡ Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0176;Filetes de dorada;46;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0255;Filetes de trucha Arco iris;36;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0521;Filetes de vacuno aÃ±ojo para plancha;798;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0516;Filetes de vacuno marinado extra tiernos;885;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0514;Filetes hÃ­gado de vacuno;52;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0165;Floretas de brÃ³coli para microondas lavadas;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0443;Foie gras de pato fresco;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2779;Foie gras entero de pato Hacendado;83;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4487;FÃ³sforos de madera largos Tres Estrellas;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2031;Fragancia Mist Amatista Glow Deliplus;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2033;Fragancia Mist Pistacho Cream Deliplus;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2032;Fragancia Mist Vainilla Sunset Deliplus;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0126;FresÃ³n;334;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4279;Friegasuelos Classic Bosque Verde concentrado;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4281;Friegasuelos Floral Bosque Verde lÃ­quido;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4283;Friegasuelos Insecticida Krisul lÃ­quido;235;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4280;Friegasuelos PÃ©talos Bosque Verde concentrado;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4277;Friegasuelos Pino Bosque Verde lÃ­quido;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4278;Friegasuelos Spa Bosque Verde lÃ­quido;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4282;Friegasuelos Tropical Bosque Verde lÃ­quido;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3180;Fritada pisto Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1706;Fuet espetec Hacendado;257;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1541;Galantina con pistacho y trufa Hacendado finas lonchas;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1018;Gallina;261;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4501;Gamuzas atrapa polvo Bosque Verde;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3994;Gasas esterilizadas de algodÃ³n 100% hidrÃ³filo Deliplus;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4076;Gasas para bebÃ© no tejidas Deliplus;197;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3559;Gaseosa Hacendado grande;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3560;Gaseosa Hacendado pequeÃ±a;204;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3562;Gaseosa La Casera grande;255;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2100;Gazpacho fresco Hacendado;285;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2096;Gazpacho tradicional Hacendado;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2680;Gel activador de rizos cabello Curl Perfect Deliplus fix 3;28;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1122;Gel corporal aloe vera Deliplus;41;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1128;Gel corporal aloe vera puro Atlantia;55;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4054;Gel corporal infantil Deliplus;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1586;Gel de afeitar Sensitive Deliplus;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0918;Gel de baÃ±o ambar y vetiver Deliplus piel normal;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0909;Gel de baÃ±o argÃ¡n Deliplus piel muy seca;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0904;Gel de baÃ±o avena Deliplus piel sensible;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0917;Gel de baÃ±o coco y lichi Deliplus piel normal;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0905;Gel de baÃ±o Dove 0% sulfato;395;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0901;Gel de baÃ±o frescor azul Deliplus piel normal;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0921;Gel de baÃ±o Frutal Deliplus piel normal;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0919;Gel de baÃ±o granada y frutos silvestres Deliplus piel normal;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0915;Gel de baÃ±o marino y cedro Deliplus piel normal;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0910;Gel de baÃ±o nutritivo Lactovit piel normal y seca;295;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0900;Gel de baÃ±o oliva Deliplus piel seca;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0920;Gel de baÃ±o tiernos recuerdos Deliplus piel normal;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1329;Gel de higiene Ã­ntima Deliplus;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0929;Gel de manos hidroalcohÃ³lico 80% alcohol Deliplus antisÃ©ptico sin aclarado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0660;Gel facial Hidrata Deliplus Ã¡cido hialurÃ³nico;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0662;Gel facial sebo-regulador Deliplus Matifica;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2678;Gel fijador cabello control total Giorgi fijaciÃ³n 5;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2676;Gel fijador cabello X-trem Deliplus fijaciÃ³n 6;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0930;Gel hidroalcohÃ³lico 80% alcohol Deliplus antisÃ©ptico sin aclarado;39;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1480;Gel para depilar con cuchilla Deliplus piel sensible;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4056;Gel-champÃº bebÃ© para pieles atÃ³picas Deliplus;37;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0903;Gel-ChampÃº de baÃ±o 2 en 1 dermoprotector Deliplus para cuerpo y cabello;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1621;Gelatina 0% azÃºcar sabor cereza, cola y sandÃ­a Hacendado;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4137;Gelatina gato adulto selecciÃ³n de aves Quartett;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1449;Gelatina neutra en lÃ¡minas Foodsy;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1618;Gelatina sabor a frutos silvestres +ProteÃ­nas Hacendado 10 g proteÃ­nas 0% azÃºcar;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1171;Gofres clÃ¡sicos Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3730;Grageas de regaliz Hacendado;145;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3416;Granizado de limÃ³n Hacendado;27;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4348;Guantes 100% nitrilo Bosque Verde talla grande;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4347;Guantes 100% nitrilo Bosque Verde talla mediana;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4346;Guantes 100% nitrilo Bosque Verde talla pequeÃ±a;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4343;Guantes de lÃ¡tex Bosque Verde talla grande;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4342;Guantes de lÃ¡tex Bosque Verde talla mediana;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4345;Guantes de lÃ¡tex Bosque Verde talla mediana-grande;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4341;Guantes de lÃ¡tex Bosque Verde talla pequeÃ±a;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4344;Guantes de lÃ¡tex Bosque Verde talla pequeÃ±a-mediana;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4351;Guantes de nitrilo Bosque Verde talla grande;285;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4350;Guantes de nitrilo Bosque Verde talla mediana;285;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4349;Guantes de nitrilo Bosque Verde talla pequeÃ±a;285;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1526;Guindillas picantes Hacendado;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3321;Guisantes extra Hacendado;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3337;Habas fritas PeÃ±a Torcal mini baby extra;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2730;HÃ©lices con vegetales Hacendado;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2739;HÃ©lices Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2575;Hidrocrema Liss Frizz Control Deliplus cabello rebelde;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3471;Hielo cocktail;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2117;Hierbas provenzales Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0883;Hilo dental con cera y sabor menta;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0537;Hogaza con semillas 12%;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0534;Hogaza de centeno 50%;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0568;Hogaza de centeno 50% rebanado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0709;Hogaza sin gluten;296;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2116;Hoja de laurel Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1192;Hojaldre cabello de Ãngel Hacendado;58;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1197;Hojaldre relleno de crema de cacao Hacendado;29;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1196;Hojaldre relleno de crema Hacendado sin azÃºcar aÃ±adido;46;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1960;Horchata de chufa Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1011;Hueso garrÃ³n;116;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1021;Hueso vacuno;341;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3035;Iluminador facial fluido Highlighter Deliplus 01 champagne;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4316;Incrementador de pH para piscina;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3276;InfusiÃ³n Cola de caballo Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3283;InfusiÃ³n Digest Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3281;InfusiÃ³n Dormir Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3284;InfusiÃ³n frutos rojos Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3290;InfusiÃ³n Hinojo Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3279;InfusiÃ³n Laxsen sabor menta Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3277;InfusiÃ³n Manzanilla con anÃ­s Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3273;InfusiÃ³n Manzanilla Hacendado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3274;InfusiÃ³n Menta Poleo Hacendado;75;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3289;InfusiÃ³n quema grasas Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3278;InfusiÃ³n Relax Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3285;InfusiÃ³n Respir Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3282;InfusiÃ³n Rooibos cÃ­tricos Hacendado;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3275;InfusiÃ³n Tila Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3280;InfusiÃ³n Tomillo Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4388;Insecticida Ã¡caros Bosque Verde especial tejidos;33;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4391;Insecticida antimosquitos elÃ©ctrico recambio lÃ­quido;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4386;Insecticida cucarachas y hormigas Bosque Verde;27;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4387;Insecticida lÃ­quido Bosque Verde;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4384;Insecticida moscas y mosquitos Bosque Verde perfumado;235;Bazar y Varios;Otros bazar;Revisar;Revisar
